tns_name,internam_names,radeg,decdeg,redshift,discovery_date,discovery_mag,type
SN2022tmb,"ZTF22abfavpu,ATLAS22bebt,PS22mdy",50.1400389296,37.4985693782,0.0174,2022-09-03 11:15:21.600,20.17,SN II
SN2022tsk,"ZTF22abfoehf,ATLAS22beku,PS22ihr,Gaia22dwn",259.835583,36.020539,0.037,2022-09-07 03:44:38.996,19.2612,SN II
SN2022tti,"ATLAS22befe,PS22jfc,ZTF22abqmxcx",86.5277176402,-25.4129878158,0.045,2022-09-04 07:51:28.224,19.54,SN II
SN2022ubb,"ATLAS22bekt,PS22iij,ZTF22abfxkdm,",347.243090197,12.0441864557,0.01628,2022-09-13 11:56:55.968,18.125,SN II
SN2022ucz,"ZTF22abfutah,Gaia22dzi,ATLAS22bfvm",255.548958,82.687761,0.042,2022-08-28 04:52:19.200,20.79,SN II
SN2022udq,"ATLAS22berx,ZTF22abfwxtr,PS22jjb",1.48266664559,22.4906352875,0.022,2022-09-15 11:39:28.800,18.616,SN II
SN2022uop,"ZTF22abfzdkz,ATLAS22bfqg,PS22jrr",33.9932547464,1.59262540566,0.01,2022-09-17 08:22:33.600,19.6,SN II
SN2022uqv,"ZTF22abgbhjs,PS22lqy",139.461451869,9.69783037428,0.0390830003,2022-09-17 12:21:36.000,19.01,SN II
SN2022vih,"ZTF22abgyfnv,ATLAS22bftn,PS22jhu",347.452925125,19.6763482842,0.035741,2022-09-21 06:43:12.000,19.57,SN II
SN2022vik,"ZTF22abgveih,ATLAS22bgrc,PS22mfa",141.892839277,18.4453983908,0.0081,2022-09-20 12:25:55.200,15.98,SN II
SN2022vmi,"ZTF22abhhxuv,ATLAS22bhed,Gaia22ecf",116.688458,23.696669,0.0453479,2022-09-22 11:05:16.800,18.83,SN II
SN2022vov,"PS22jhb,ZTF22abgooaa",41.7110825335,-0.897815324348,0.0375,2022-09-22 12:29:00.960,20.54,SN II
SN2022vpm,"PSP22ae,ZTF22abgwgsv,ATLAS22bgbr,PS22jpl,Gaia22ejb",260.637,26.76785,0.0217,2022-09-23 13:40:23.808,17.8,SN II
SN2022vrc,"ZTF22abhuvqj,ATLAS22bgqy,PS22ksp,Gaia22ejq",72.137375,-10.619269,0.03,2022-09-24 10:40:48.000,18.74,SN II
SN2022vym,"Gaia22eac,ATLAS22bgrb,ZTF22abkbjsb,PS22kpu",133.504583,18.68835,0.0145,2022-09-24 21:56:09.600,18.73,SN II
SN2022wbr,ZTF22abitour,67.3152428,40.246349,0.0198,2022-09-27 11:12:47.808,20.5896,SN II
SN2022wcz,"ZTF22abiwwyf,PS22jul,ATLAS22bijy",5.68215125404,8.48041296697,0.02,2022-09-26 08:07:17.000,20.7636,SN II
SN2022wol,"ZTF22abkhrkd,ATLAS22bhph,,PS22kpy",27.8657618761,36.0643423925,0.0177,2022-10-02 08:16:47.000,19.28,SN II
SN2022wqs,"ZTF22abjrrea,ATLAS22bhzk,Gaia22eid",262.439833,5.4896,0.03,2022-10-01 04:07:26.112,19.1382,SN II
SN2022wsr,"ZTF22abjvyib,ATLAS22bihn,PS22kot,",354.468560919,-3.49062135418,0.018,2022-10-02 06:27:21.600,17.86,SN II
SN2022wtm,"ASASSN-22mo,ZTF19adgooar,ZTF23aaaozjr,ATLAS23btk",147.1929466,0.2723958,0.0202,2022-10-04 14:52:48.000,16.2,SN II
SN2022wuq,"ZTF22ablbvag,ATLAS22bnbw,PS23bbs",164.372889863,28.7349319357,0.0426,2022-10-04 12:37:26.400,18.7,SN II
SN2022wza,"ZTF22abkkhao,Gaia22eey,ATLAS22bhxa",48.154708,45.209681,0.01,2022-10-02 09:25:55.200,20.42,SN II
SN2022xav,"ZTF22ablnrcv,ATLAS22bijo",144.8235243,32.3106841,0.0226,2022-10-06 11:22:33.600,18.8,SN II
SN2022xjk,"ZTF22abmsaxp,ATLAS22bila,PS23amj",34.1354488659,-11.3498336192,0.013403,2022-10-12 08:27:25.632,99.0,SN II
SN2022xmk,ZTF22abmmhdm,32.0605543,34.7535074,0.03,2022-10-12 07:33:36.000,19.17,SN II
SN2022xus,"ATLAS22biqa,ZTF22abnujbv",103.5214127,8.57037955,0.008756,2022-10-16 13:55:24.096,17.922,SN II
SN2022ycs,"ZTF22abnejmu,ATLAS22bjeq,PS22kri",117.735077963,18.6265132729,0.01,2022-10-14 11:25:26.400,19.31,SN II
SN2022ydu,"ATLAS22bjhj,ZTF22abzkmjt",161.8369102,-24.4513316,0.011,2022-10-20 02:22:38.784,17.861,SN II
SN2022yma,"ATLAS22bjwn,ZTF22abpxxil,PS22lhm",47.2014159673,-7.03515550776,0.0289,2022-10-23 05:51:29.376,19.46,SN II
SN2022ymx,ZTF22abgntys,40.9236498,42.0216059,0.019637,2022-10-12 08:08:09.600,19.23,SN II
SN2022yoz,"ATLAS22bkam,ZTF22abqaqnn",316.1018501,-21.7777569,0.028797,2022-10-25 00:49:43.392,19.022,SN II
SN2022yrl,"ZTF22abppdgt,PS22mlp",21.890352221,21.7111004561,0.048,2022-10-21 06:20:09.600,20.11,SN II
SN2022yyz,"ZTF22abrexqa,PSP22ag,ATLAS22bkpq",286.75647074999995,28.997246150000002,0.0122,2022-10-29 03:00:29.998,19.2934,SN II
SN2022zjt,"ZTF22absmdsy,ATLAS22bncf,PS23bx",181.856842013,62.9384965787,0.035,2022-11-01 12:25:08.000,18.7914,SN II
SN2022zkb,"ZTF18aajjoko,ATLAS22blgu,PS22lbg",174.26899889,50.8192610097,0.05,2022-11-01 12:27:51.002,18.258,SN II
SN2022zkc,"ATLAS22blgk,ZTF22absqhkw,PS22lcn",71.9941609703,-16.6602959114,0.031725,2022-11-02 05:01:31.296,18.163,SN II
SN2022zmb,"ZTF22abssiet,ATLAS22blnm,PS22lcm",159.679917713,56.5540354495,0.01449,2022-11-04 11:21:43.998,18.6121,SN II
SN2022zvx,"ATLAS22blnt,ZTF22abteujl,PS22ljg",31.2813741473,11.2505953925,0.033,2022-11-10 10:04:27.264,18.574,SN II
SN2022zxa,"ZTF22abtfczg,ATLAS22blts",39.9905975,10.4595898,0.025,2022-11-11 07:09:07.200,18.16,SN II
SN2022zxr,"ZTF22abtcyhv,ATLAS22bmfu,PS23bcq",193.776474945,58.7865469093,0.008745,2022-11-10 11:46:32.160,16.649,SN II
SN2022zxt,"ZTF22abtcsyd,ATLAS22blqn,PS23bg",130.068248527,56.0433386231,0.026,2022-11-12 07:42:04.032,18.6251,SN II
SN2022zxw,"ZTF22abtcphd,ATLAS22blya",28.8080387,53.1995632,0.025,2022-11-10 09:44:38.400,19.09,SN II
SN2022zzz,",ATLAS22blqo,ZTF22abvmasw",185.860012,16.7218574,0.03051,2022-11-12 19:46:16.000,17.9,SN II
SN2023abdq,"Gaia23dsy,ATLAS24aab,ZTF23abuwrzn",340.829958,34.004711,0.0224,2023-12-22 17:52:48.000,18.69,SN II
SN2023abim,"ATLAS23xvy,ZTF23abvgvab,PS23nlt,Gaia24acu",177.302833,43.124689,0.01,2023-12-25 13:03:44.928,17.72,SN II
SN2023acbr,"ZTF23abvommm,ATLAS23xzr",36.7633056,-9.4173345,0.016,2023-12-27 04:06:14.400,19.25,SN II
SN2023acbs,"ZTF23abvnmam,ATLAS23xyu,PS24dr",41.0212867401,16.6691474774,0.0393,2023-12-27 05:29:45.600,18.37,SN II
SN2023achj,"ATLAS23yci,ZTF24aaabbse,PS24bb,BGEM J083607.43+250647.1",129.031110467,25.11307318,0.023,2023-12-31 12:58:35.616,18.074,SN II
SN2023afu,"ZTF20acwflza,ATLAS23kui",208.0474979,-14.7035119,0.035,2023-01-07 12:31:40.800,17.96,SN II
SN2023akp,"ATLAS23bhu,ZTF23aaaytvp,PS23bbg",234.356302917,10.626957548,0.03995,2023-01-24 13:54:40.896,18.576,SN II
SN2023amc,"ZTF23aaaziou,ATLAS23deg,Gaia23bjc",279.115167,10.345589,0.01,2023-01-24 13:36:12.997,17.6269,SN II
SN2023avt,"ATLAS23bko,,ZTF23aaboynz,PS23avp",147.081357813,-3.73059928045,0.013,2023-01-27 04:51:56.736,18.47,SN II
SN2023avz,ZTF23aabbrdb,108.6874449,5.8298386,0.03,2023-01-25 06:28:48.000,19.67,SN II
SN2023azx,"ATLAS23bmu,ZTF23aabksje,PS23awm",180.826030318,-16.003701912,0.0116,2023-01-28 01:22:58.368,18.679,SN II
SN2023bfs,"ZTF23aabrson,ATLAS23bvr,PS23bcr",211.239142405,25.025236157,0.035251,2023-02-02 11:25:19.998,18.8382,SN II
SN2023bia,"ZTF23aabutcv,ATLAS23cpt,PS23anv",242.942574856,37.4627251725,0.032314,2023-02-04 12:20:00.001,17.7412,SN II
SN2023bip,"ZTF23aabplmy,ATLAS23bvq,PS23bbu",179.97760415,26.0689074195,0.031,2023-02-02 11:34:04.800,17.33,SN II
SN2023blc,"ATLAS23bts,Gaia23aqm,ZTF23aadbwtw,PS23ayn",196.374792,-9.628311,0.045,2023-02-08 07:00:48.672,17.94,SN II
SN2023blw,"ZTF23aabtmzm,PS23awa",112.039339817,52.4715390617,0.0216579996,2023-02-07 04:55:41.376,19.2877,SN II
SN2023bmd,"ZTF23aacdlsh,ATLAS23cqb,PS23bme",227.536774304,46.1064565968,0.019603,2023-02-09 11:47:06.003,18.3762,SN II
SN2023bmo,"ATLAS23bvs,ZTF23aacqunt,PS23apb",174.225953176,19.9697411012,0.02065,2023-02-10 07:13:04.800,17.748,SN II
SN2023bng,"ZTF23aacfkak,ATLAS23bxw,PS23axc",149.160369174,-15.5725243476,0.031358,2023-02-10 06:56:57.120,18.8327,SN II
SN2023bqh,"PSP23C,Gaia23atx,ZTF23aacdlst,ATLAS23dnn",275.846042,60.757411,0.012732,2023-02-12 23:33:50.976,17.7,SN II
SN2023bql,"ATLAS23caw,ZTF23aackdba,PS23apc",122.865941775,8.94024414662,0.019,2023-02-12 21:45:05.184,18.756,SN II
SN2023buy,"ZTF23aacjetk,ATLAS23chn,PS23apf,Gaia23bli",125.22375,39.241589,0.0286,2023-02-17 05:08:54.001,17.9997,SN II
SN2023bvh,"ATLAS23cgo,ZTF23aaclqtq,Gaia23beb",131.5695,27.351289,0.019,2023-02-18 04:28:19.776,17.617,SN II
SN2023bvj,"ATLAS23cgq,ZTF23aackjhs,PS23anj,Gaia23bgi",147.7335,33.553039,0.00512,2023-02-18 04:11:13.344,17.287,SN II
SN2023cf,"ZTF23aaaatjn,ATLAS23ajn,Gaia23amv,PS23hiv",66.70625,29.949981,0.0175,2023-01-07 05:24:06.912,17.4805,SN II
SN2023chj,"ZTF23aacrvqj,Gaia23awj,ATLAS23dwi",271.415125,31.620589,0.04,2023-02-19 12:17:37.000,19.2928,SN II
SN2023cme,"ATLAS23cnm,PS23hwt,ZTF23abamfyx",39.3374754467,-15.4224083478,0.02424,2023-02-22 18:35:30.624,18.04,SN II
SN2023cps,"ATLAS23cuo,ZTF23aacydwa,PS23ank,Gaia23bdn",120.116167,7.813919,0.014,2023-02-27 03:50:09.312,18.563,SN II
SN2023cr,",ATLAS23afj,ZTF23aaaifls",55.5544902,-27.8712392,0.01368,2023-01-08 11:03:39.000,17.7,SN II
SN2023cv,"ATLAS23afk,ZTF22acaipir,Gaia23aoc,PS23bal",228.369917,-20.681081,0.007565,2023-01-08 01:54:21.024,17.816,SN II
SN2023cwt,"ATLAS23dkt,ZTF23aadcgak",295.0373584,38.5140393,0.01,2023-03-06 14:46:52.896,17.393,SN II
SN2023cxf,"ATLAS23ded,ZTF23aadgdnv,PS23avs",178.150930729,13.4670258124,0.020635,2023-03-02 06:00:33.696,18.979,SN II
SN2023dgg,"PS23apg,ATLAS23dzs,ZTF23aaczrwr",188.461956895,3.44568101391,0.03282,2023-03-16 11:06:02.592,19.06,SN II
SN2023dqa,"ATLAS23ebv,PS23avq,ZTF23aadtzse",212.204235063,-10.7991593712,0.035,2023-03-17 12:25:11.136,19.186,SN II
SN2023dr,"ATLAS23agx,PS23kk,ZTF23aaasblk",178.954690376,9.68744179431,0.025,2023-01-08 23:26:38.976,17.932,SN II
SN2023dtd,"ATLAS23edj,,PS23bby,ZTF23aaeayer,MASTER OT J134019.10-235111.4",205.079718672,-23.8531954124,0.0221,2023-03-20 05:30:58.176,18.516,SN II
SN2023duh,"ATLAS23efd,ZTF23aadwaiz",142.2154441,-12.8953878,0.0415,2023-03-21 08:16:45.408,18.985,SN II
SN2023duy,"ATLAS23egh,ZTF23aadjhyj,PS23cax",190.440020255,-9.14871512627,0.0367,2023-03-21 22:41:23.424,19.114,SN II
SN2023dyp,"PS23azz,ATLAS23eob,ZTF23aadbsdg",198.241762609,23.3809297253,0.02,2023-03-25 09:58:52.896,19.42,SN II
SN2023eaj,ZTF23aacgjgl,296.2059573,44.7255696,0.0335,2023-03-18 11:18:28.224,18.7311,SN II
SN2023ebb,"ZTF23aadruma,Gaia23bhh,ATLAS23hgl,PS23dap",171.1445,46.893661,0.022,2023-03-27 10:46:33.600,18.64,SN II
SN2023edb,"ZTF23aaeavsv,ATLAS23idi,PS23bvn",227.044927614,20.1811166462,0.0441,2023-03-29 07:50:05.004,19.6028,SN II
SN2023eds,"Gaia23bel,ATLAS23ewe,PS23ber,ZTF23aafarxf",313.871625,-1.228861,0.012,2023-03-19 13:01:55.200,16.18,SN II
SN2023efg,"Gaia23bfi,ATLAS23gxx,ZTF23aajjzml,PS23dli",316.332,-10.4715,0.025,2023-03-21 07:12:00.000,18.29,SN II
SN2023eip,"ATLAS23eor,ZTF23aaeeugd,Gaia23bjn,PS23cee",253.06875,23.627911,0.0348110013,2023-03-30 08:57:07.200,18.735,SN II
SN2023ekx,"PS23bdw,ZTF23aaedvtn,Gaia23bnu",145.299917,63.594681,0.05,2023-03-31 07:19:23.232,19.05,SN II
SN2023emg,ZTF23aaefrgo,343.8086855,36.6741645,0.0188,2023-04-02 12:22:56.352,19.0797,SN II
SN2023eqr,"ZTF23aaeemik,PS23cyf,ATLAS23kzv",226.154907152,10.3980870806,0.0336,2023-04-08 08:47:32.640,19.2513,SN II
SN2023eqx,"ZTF23aaekebt,PS23dpl",270.857409323,21.1537282003,0.02,2023-04-08 11:03:50.400,18.69,SN II
SN2023esk,"ZTF23aadcltm,ATLAS23hlq,PS23ccl",315.653081667,8.31480678752,0.0183,2023-03-13 12:51:50.400,17.45,SN II
SN2023esp,"ATLAS23hjb,ZTF23aaekwbn",101.7243875,15.5984222,0.008,2023-04-09 06:04:07.968,16.476,SN II
SN2023eug,"ZTF23aaenlmq,ATLAS23hou,PS23dqq",260.928627629,13.5241065106,0.018,2023-04-09 10:48:00.000,18.9,SN II
SN2023eyj,"ZTF23aaejumk,ATLAS23itb,PS23dam",259.403193245,48.6382982071,0.0244200006,2023-04-08 09:23:02.400,19.59,SN II
SN2023fax,"ZTF23aaeqonb,ATLAS23hxy,PS23dmf",219.61309326,30.029141288,0.045,2023-04-10 07:49:30.996,19.6733,SN II
SN2023fou,"ATLAS23hus,ZTF23aafumlg,PS23dai",190.085202389,-10.0486248802,0.02,2023-04-14 04:04:05.664,17.836,SN II
SN2023fse,"ZTF23aaeklqg,PS23fkj",330.964150001,11.4053134771,0.035,2023-04-08 12:14:24.000,18.7,SN II
SN2023fu,",ZTF23aaaigqy,ATLAS23ajm,Gaia23agw,PS23mc",46.588625,36.019761,0.016438,2023-01-12 11:16:48.000,16.9,SN II
SN2023fub,"ATLAS23ibg,ZTF23aaflnok,PS23igb",115.111706939,25.1333954401,0.029397,2023-04-15 06:05:54.240,19.082,SN II
SN2023fyo,"ATLAS23ijk,ZTF23aaggwfh,PS23cit",163.759957158,-10.8213819699,0.02,2023-04-17 03:01:03.936,19.446,SN II
SN2023gbq,"ATLAS23imd,PS23ehx,ZTF23aaqkpwb,T202309242211086m242757",332.785741128,-24.4656919338,0.0379,2023-04-18 09:34:50.016,18.106,SN II
SN2023ghl,"ZTF23aagkutf,ATLAS23isz,PS23cur",167.298872642,53.3621735292,0.027067,2023-04-19 07:22:04.800,19.84,SN II
SN2023gjg,"ZTF23aagqyym,ATLAS23jkx",136.8248817,37.5035246,0.0308,2023-04-21 04:20:12.998,19.4354,SN II
SN2023gkb,"ATLAS23ism,ZTF23aajkaka,PS23ekf",322.753453301,-3.98160563154,0.026181,2023-04-22 09:16:37.920,18.75,SN II
SN2023gol,"ATLAS23jld,ZTF23aahngej,PS23ctn",190.884350601,40.0990106949,0.05,2023-04-23 09:41:09.312,18.95,SN II
SN2023gss,"ZTF23aahqvtz,ATLAS23jpn,PS23cxa,MLT J140423.54-270858.3",211.098087788,-27.149458211,0.020541,2023-04-25 07:03:21.600,18.88,SN II
SN2023gxq,ZTF23aaiecnn,154.550993,34.672166,0.0293,2023-04-28 05:41:23.997,19.5728,SN II
SN2023hcp,"ZTF23aailjjs,PS23cwa",252.178012071,35.9492869071,0.031,2023-04-29 10:39:21.600,17.9,SN II
SN2023hcv,ZTF23aaihsvm,354.8986058,21.9181612,0.0227,2023-04-28 11:49:55.200,18.71,SN II
SN2023hlf,"ZTF23aaitpjv,DLT23j",186.6090775,31.225652,0.0024,2023-05-01 05:41:03.840,17.84,SN II
SN2023hpp,"ATLAS23jya,ZTF23aaixdcm,Gaia23bvp,PS23grq",330.966958,20.583911,0.012422,2023-05-03 14:24:35.424,18.844,SN II
SN2023hvo,"ZTF23aaixruf,ATLAS23kgz,PS23kiy",130.387000313,22.0268454972,0.01,2023-05-09 04:08:48.002,19.2362,SN II
SN2023hwf,"ATLAS23kda,ZTF23aajhosl,PS23fgc",172.868722747,8.67808371869,0.023,2023-05-09 20:09:48.096,18.651,SN II
SN2023hzt,"ATLAS23kfy,ZTF23aajsjon",202.5064567,75.5692023,0.0305,2023-05-12 10:14:08.736,18.865,SN II
SN2023iew,"PS23dcf,ATLAS23kgq,ZTF23aajocph",245.003685333,20.5057949159,0.036,2023-05-13 09:31:31.296,19.02,SN II
SN2023iga,"ZTF23aajkjxm,ATLAS23lqd",6.1339282,29.21962,0.0162,2023-05-13 11:32:30.624,17.5084,SN II
SN2023ijd,"ASASSN-23du,PS23den,ZTF23aajrmfh,ATLAS23klz,MASTER OT J123632.40+111319.2",189.135293355,11.222140824,0.007446,2023-05-14 04:48:00.000,16.8,SN II
SN2023ijs,"ZTF23aajbkan,ATLAS23kmp,PS23dth",230.2707728,-15.2298087629,0.02,2023-05-12 09:57:36.000,19.21,SN II
SN2023irp,"ZTF23aajkfls,ATLAS23lal",276.709405,25.3996979,0.015,2023-05-14 09:20:09.600,16.8,SN II
SN2023iwz,"ZTF23aakcbfv,ATLAS23lbh",298.0769395,42.8866971,0.01,2023-05-17 08:42:43.200,19.46,SN II
SN2023ixf,",ZTF23aaklqou,,PS23dij,ATLAS23ncx,MASTER OT J140338.60+541842.0,MASTER OT J140338.55+541840.8",210.910674637,54.3116510708,0.0008,2023-05-19 17:27:15.000,14.9,SN II
SN2023jbk,"ATLAS23lag,ZTF23aalcvlh,PS23djq",175.603253487,20.1186976526,0.02,2023-05-21 06:44:34.080,17.56,SN II
SN2023jid,"ZTF23aakirso,PS23fdp",340.180107207,36.6442867743,0.027,2023-04-21 11:51:45.792,20.2052,SN II
SN2023joj,"ATLAS23llk,ZTF23aapgckf,PS23fln",354.291598999,-3.72641482318,0.0179,2023-05-28 03:56:34.656,16.883,SN II
SN2023jpg,"ATLAS23lnk,ZTF23aaisxic,PS23lir",125.970520555,-5.13290047284,0.05,2023-05-09 01:44:15.360,18.433,SN II
SN2023jqw,"ATLAS23lox,PS23ene,ZTF23aarfqmx",337.283460007,-22.1945579935,0.038,2023-05-29 02:54:49.824,18.703,SN II
SN2023jri,"ATLAS23lqb,ZTF23aamfqxc,PS23feo",352.612886706,30.2197800675,0.015,2023-05-29 13:50:15.648,16.483,SN II
SN2023jva,"ZTF23aamsarj,ATLAS23ltq,PS23fea",356.451323535,29.7460180644,0.0372,2023-06-02 10:07:40.800,19.13,SN II
SN2023jvc,"ZTF23aamskdj,ATLAS23mtq,PS23fzx",29.165743347,43.3387994812,0.0265,2023-05-30 11:29:22.004,19.7691,SN II
SN2023jvi,"ZTF23aamqycj,ATLAS23lsv,PS24gi",202.842791117,25.6169275468,0.025,2023-06-02 06:13:00.002,18.6265,SN II
SN2023jws,"ZTF23aamumxw,ATLAS23mfb",181.086109,9.1938968,0.0231,2023-06-04 05:39:28.999,19.0801,SN II
SN2023jyn,"ATLAS23lri,ZTF23aaqixpx,PS23fsn",7.63831414088,-11.4031626854,0.017,2023-06-06 03:18:52.704,17.513,SN II
SN2023jyo,"ATLAS23lrj,ZTF23aasyrup,PS23grs",22.3616049709,-1.19922463213,0.016,2023-06-06 03:34:47.424,17.601,SN II
SN2023jzt,"ATLAS23lrs,ZTF23aaufzym",23.9910149,-16.2541251,0.03728,2023-06-06 04:17:49.920,17.94,SN II
SN2023kfm,ZTF23aanehpl,256.7002411,-5.0710365,0.02471037209034,2023-05-28 08:59:57.408,20.5413,SN II
SN2023kmk,"ATLAS23mfj,ZTF23aanxrjm,PS23fnz,Gaia23bxq",225.585625,-10.202089,0.01,2023-06-13 03:12:06.624,18.661,SN II
SN2023kne,ZTF23aamzlzc,261.3295172,58.8172809,0.0284850001,2023-06-09 08:49:48.288,20.1465,SN II
SN2023ksz,"ZTF23aanexof,ATLAS23mpk,PS23ggz",294.945032613,59.3639397515,0.0368,2023-06-08 07:46:33.600,19.7,SN II
SN2023kyi,"ATLAS23mqo,ZTF23aanzmoz",289.1831318,-17.5096762,0.029877,2023-06-17 06:39:23.904,18.848,SN II
SN2023kzz,ZTF23aanymcl,259.2762862,-14.9013563,0.028,2023-06-15 07:33:36.000,19.64,SN II
SN2023laa,"ZTF23aaomkar,ATLAS23ncn,PS23fum",28.6328221374,17.6772089546,0.0229829997,2023-06-17 11:05:07.002,18.6588,SN II
SN2023lad,"ZTF23aaoihto,ATLAS23osi,PS23imy",49.8798273522,40.7416389118,0.020237,2023-06-16 11:21:07.200,17.07,SN II
SN2023lgw,"ATLAS23mus,ZTF23aapcllu,PS23fec",331.341183967,-1.85939518086,0.032,2023-06-21 01:43:31.296,19.111,SN II
SN2023lgz,"ZTF23aaozatq,ATLAS23mvd,PS23fdw",251.918267414,52.3366929672,0.029,2023-06-21 06:41:45.600,18.53,SN II
SN2023lkw,"ZTF23aaphnyz,PS23ezy,ATLAS23nab,Gaia23cpz",252.150875,41.600719,0.031,2023-06-23 06:18:43.200,18.2,SN II
SN2023lok,"ZTF23aapkxkq,PS23fbi",256.22802349,17.3114528682,0.05,2023-06-24 07:00:05.999,20.0138,SN II
SN2023lpm,"ZTF23aapkubb,PS23fbn",258.589712849,39.068877317,0.038113,2023-06-25 07:43:40.800,19.21,SN II
SN2023lxz,"ZTF23aapufht,ATLAS23mzw",190.6406651,51.2047556,0.03018,2023-06-27 06:30:14.400,18.95,SN II
SN2023lya,"ZTF23aapuknd,ATLAS23nai,PS23fcr",262.221729335,58.3782037009,0.03,2023-06-27 06:50:23.000,20.07,SN II
SN2023lzn,"ATLAS23mzk,ZTF23aaqknaw,PS23hlo",13.7816126844,31.546587918,0.018,2023-06-28 13:28:01.632,18.554,SN II
SN2023lzr,"ATLAS23mzr,ZTF23aapwlkh,PS23fxs",27.782643846,25.7386248534,0.04,2023-06-28 14:16:28.992,18.329,SN II
SN2023mca,"ZTF23aapvuyy,PS23fny",272.493654004,68.8219574346,0.01,2023-06-27 10:16:19.200,17.78,SN II
SN2023mez,"PS23fcx,ZTF23aapwmgu",31.1854305489,8.54591828729,0.0117,2023-06-30 13:52:05.376,20.14,SN II
SN2023mfi,"ATLAS23mtj,ZTF23aasrkck",54.340946200000005,87.3520369,0.0153,2023-06-19 07:32:20.832,17.746,SN II
SN2023mfq,"ATLAS23ndd,ZTF23aawgcgu,PS23ick",41.4113393914,-15.0120718907,0.025,2023-07-01 09:42:08.928,18.449,SN II
SN2023mlq,"ZTF23aaqniyk,ATLAS23nyu,PS23fqm",266.581316134,10.1060640803,0.04,2023-07-02 05:11:02.400,19.41,SN II
SN2023mly,"ATLAS23npi,ZTF23aarytnu,PS23gez",30.7876823413,35.0089425816,0.045,2023-07-08 14:21:52.992,18.45,SN II
SN2023mmy,"ATLAS23nqd,ZTF23ablcgvp,PS23kup",178.011912489,38.0230365775,0.035,2023-07-08 06:32:32.640,18.828,SN II
SN2023mpj,"ZTF23aaqtckr,ATLAS23nvb,PS23flb",218.603276276,2.88466751878,0.0298,2023-06-25 06:36:00.000,20.43,SN II
SN2023mpz,"ZTF23aaquhaz,ATLAS23ocl,Gaia23crc",305.208125,9.4994,0.005,2023-07-09 09:03:49.997,17.5569,SN II
SN2023mrn,ZTF23aaqocso,293.0706604,-6.0724911,0.0321,2023-07-09 08:32:02.976,20.7171,SN II
SN2023mtp,"ZTF23aalftvv,ATLAS23qbj,",258.53565,81.074837,0.034,2023-05-14 09:48:57.600,20.69,SN II
SN2023myo,"ZTF23aarktow,ATLAS23pyt,PS23fxq",17.5101004114,32.9125344333,0.035407,2023-07-12 10:24:57.600,19.99,SN II
SN2023nfg,"ATLAS23orz,ZTF23aawbwbu,Gaia23byr",50.179083,-1.1093,0.020908,2023-07-15 08:01:40.800,18.342,SN II
SN2023ngy,"ZTF23aasbvab,ATLAS23oyf,PS23jap",334.625795729,29.2447349065,0.027,2023-07-16 07:47:32.352,18.7476,SN II
SN2023njg,"ATLAS23oyv,PS23fnk,ZTF23aauzfbi",36.434718919,24.8347928433,0.03456,2023-07-16 14:25:33.312,18.772,SN II
SN2023nlo,"ZTF23aasocjj,ATLAS23phz",226.0571023,16.7576788,0.043,2023-07-18 05:24:27.000,19.2011,SN II
SN2023nlu,"ZTF23aasrcyv,ATLAS23pej,PS23hgz",11.2876978789,-9.6273336913,0.02,2023-07-19 10:31:34.997,18.3009,SN II
SN2023nmh,"ATLAS23pei,ZTF23aasyvbf,PS23frw",9.4113774149,-4.28147154089,0.02,2023-07-18 02:52:03.936,19.165,SN II
SN2023nyl,"ATLAS23poc,ZTF23abahmkx,PS23jpt",78.5616795924,-2.85366292876,0.03,2023-07-25 09:42:15.840,18.099,SN II
SN2023nym,"ZTF23aaaweph,PS23glc",1.30799212645,-11.5024335007,0.022556,2023-07-25 10:34:55.004,18.9309,SN II
SN2023odm,"ZTF23aavecfo,ATLAS23qvi,Gaia23bzb,PS23hzj",42.461708,2.093219,0.035,2023-07-28 10:22:33.001,20.2288,SN II
SN2023oiz,"ATLAS23qaz,ZTF23aawgkqa,PS23hmh,Gaia23cjt,GOTO23bag",70.023,17.30795,0.01,2023-08-01 14:00:15.264,17.987,SN II
SN2023olf,"ZTF23aavvdix,ATLAS23qcg,Gaia23cgf",55.942792,72.973781,0.02,2023-08-03 10:53:37.997,18.4009,SN II
SN2023opj,ZTF23aateobf,65.2827663,66.0742427,0.0275,2023-08-03 11:13:55.200,20.01,SN II
SN2023oqo,"ZTF23aawcxun,ATLAS23qdv,Gaia23cfk",209.74025,61.681369,0.02992,2023-08-06 04:43:27.002,18.582,SN II
SN2023ote,"ZTF23aawkjdx,ATLAS23qpv",356.2289667,12.3559568,0.02,2023-08-07 09:36:00.000,18.34,SN II
SN2023oxc,"ATLAS23qne,ZTF23aawokan,GOTO23uh,PS23hmw",241.131119653,36.3168302361,0.04338783,2023-08-06 06:52:07.680,18.779,SN II
SN2023oxw,"ATLAS23qot,ZTF23abbejvg,PS23iba,Gaia23ckp",43.192708,-20.859061,0.025,2023-08-10 07:57:02.592,18.565,SN II
SN2023paz,"ZTF23aawyiyk,ATLAS23qvh,PS23gzi,MLT J211331.79-205808.8",318.38250377,-20.9691007962,0.0328,2023-08-12 08:02:24.000,19.36,SN II
SN2023pbf,"ATLAS23qsf,ZTF23abaebbd,PS23ity",64.2348147556,-16.3679995743,0.011,2023-08-12 00:38:38.976,16.552,SN II
